sce	spo	score
854094	2538837	1.552
854092	2541527	0.964
854090	2538954	0.845
854086	3361342	0.926
854083	2542705	0.255
854082	2540003	0.16
854081	2542884	0.126
854079	2540082	0.126
854078	2540268	1.116
854076	2542972	0.267
854075	2540203	0.675
854070	2541670	2.195
854068	2538902	1.246
854067	2540443	0.071
854063	2540695	2.195
854060	2543319	0.563
854059	2542790	1.589
854057	2538771	0.511
854056	2541841	1.892
854055	2543450	1.352
854053	2539517	1.136
854051	2541572	0.279
854050	2543145	1.558
854036	2541468	1.322
854035	2541472	0.11
854034	3361384	0.9
855415	3361377	0.762
854029	3361377	0.762
854027	2542283	1.619
853996	2540011	0.915
853995	2542398	0.497
853993	2540851	0.604
853991	2541244	0.457
853986	2541897	0.417
853985	2539773	0.212
854026	2541706	0.56
854025	2538726	1.186
854024	2540701	0.679
854023	2541837	0.504
854022	2541125	0.461
854020	2542077	1.376
854019	2541474	0.261
854018	2541114	0.111
854162	2543630	1.279
854163	2540993	1.425
854165	2539158	0.641
854166	2539042	0.936
854167	2542142	0.864
854168	2542401	0.589
854175	2539195	2.195
854179	2539379	1.801
854183	2542940	0.755
854185	2539489	0.372
854187	2541976	0.723
854192	2539474	1.819
854198	2540348	0.905
854201	2540289	0.256
854203	2540128	0.842
854204	2542564	0.741
854208	2541358	0.206
854211	2539975	1.965
854213	2542674	2.195
854221	2541448	0.713
854222	2540962	0.325
854223	2543372	0.268
854227	2541972	1.455
854229	2542265	2.086
854229	2543309	2.086
854231	2540456	1.13
854233	2542143	1.376
854235	2539552	0.549
854236	2540892	1.059
854241	2542801	1.492
854244	2540949	0.334
854252	3361396	0.206
854256	2542248	0.703
854257	2543002	0.899
854258	2540400	0.388
854260	2543329	1.855
854262	2542821	0.852
854266	2540706	1.316
854270	2542110	0.166
854276	2540270	2.195
854278	2543209	0.36
854279	2542741	0.307
854283	2540292	2.195
854283	2541094	2.195
854284	3361462	2.195
854285	2540756	0.237
854286	2542923	0.938
854287	2542088	0.748
854289	2543526	0.464
854290	2539726	0.303
854291	2542059	1.08
854292	2541024	0.631
854293	2539062	0.252
854295	2538734	2.195
854300	2543324	0.733
854301	3361483	2.195
851993	3361483	2.195
854301	2539544	2.195
851993	2539544	2.195
854302	2539707	0.558
854303	2541260	1.613
854309	2543563	0.828
854310	2542341	1.304
854317	2541679	1.019
854320	2542832	0.508
854321	2540088	0.53
854322	2541446	2.195
854322	2543393	2.195
854324	2543363	2.195
854324	2539195	2.195
854326	2540344	1.086
854328	2541805	1.104
854330	2539607	0.303
854331	2539916	1.637
854334	2542890	0.438
854335	2538767	0.407
854336	2541926	1.583
854339	2540978	2.195
854342	2543328	0.662
854345	2539994	0.122
854346	2539940	1.346
854347	2539199	1.189
854354	2542603	0.262
850994	2542603	0.262
854354	2540609	0.262
850994	2540609	0.262
854356	2542269	1.079
854357	2540149	1.395
854359	2540210	2.122
854363	2540464	1.57
854371	2541234	1.625
854372	2538976	1.31
854373	2543631	0.361
854376	2539800	0.421
854377	2540675	0.939
854379	2538689	2.195
854381	2542666	1.467
854382	2541446	2.195
854382	2543393	2.195
854384	2542272	1.237
854385	2542233	0.336
854386	2539844	2.177
854387	2539974	0.533
854391	2540061	0.371
854392	2540426	2.086
854397	2543171	1.164
854398	2541990	0.223
854399	2539794	0.285
854407	2541039	0.548
854409	3361295	0.506
854413	2542353	0.413
854414	2540321	1.078
854415	2540103	1.37
854417	2540668	1.431
854418	2543506	1.837
854419	5802702	0.813
854420	2539566	0.449
854424	2541907	0.603
854425	5802714	0.469
854427	2539534	0.128
854428	2540961	0.736
854431	2539261	0.611
854432	2539198	0.322
854433	2539189	2.134
854434	2543622	0.341
854435	2538912	1.126
854436	2542899	1.108
854444	2542310	2.195
854445	2542199	1.334
854446	2543549	1.219
854448	2543065	0.959
854449	2541947	0.263
854452	2543161	0.407
854454	2539048	0.348
854456	2540484	0.463
854457	2542303	0.272
854460	2543423	0.251
854461	2543403	0.107
854463	2543480	0.306
854465	2542638	2.195
854465	2538881	2.195
854466	2538749	2.195
854468	3361259	0.415
854469	2540324	0.518
854470	2539310	0.287
854474	2541192	0.575
854477	2541778	0.196
854479	2541060	1.722
854482	2543094	0.102
854484	2541008	0.518
854487	2541814	1.965
854488	2540998	0.566
854495	2540731	1.971
854497	2542426	0.41
854499	2543657	2.195
854500	2542260	0.268
854501	2543410	1.613
854504	2540560	2.195
854504	2538846	2.195
854505	2541731	0.425
854506	2539195	2.195
854508	2539099	2.195
854509	2543000	0.463
854517	2539190	0.716
854518	2540989	0.296
854519	2540873	2.195
854527	2539723	1.066
854530	2543679	1.94
854533	2541604	0.768
854538	2541985	2.195
854539	2541210	0.381
854540	2540133	0.45
854543	2542090	1.473
854544	2539378	0.937
854549	2543446	0.3
854550	2542558	0.144
854551	2539588	0.39
854552	2539612	0.603
854557	2539147	1.855
854560	2540164	2.134
854562	3361165	0.316
854569	2543096	0.809
854569	2541415	0.809
854569	2543138	0.809
854569	2541415	0.809
854569	2543138	0.809
854572	2543234	0.387
854572	3361186	0.387
856106	2542502	0.672
856105	2541147	0.463
856104	2543075	0.445
856099	2543118	1.661
856098	2538747	1.237
856097	2539522	0.518
856096	2543604	0.118
856095	2543238	1.601
856094	2541005	0.258
856092	2538868	0.833
856088	2541428	1.467
856085	2538760	1.667
856084	2543105	1.837
856081	2540580	0.657
856079	2540616	1.686
856078	2543678	1.249
856077	2538705	0.995
856076	2539366	1.222
856075	2539333	0.174
856071	2542664	2.195
856071	2539012	2.195
856070	2543515	0.305
856067	2539323	2.195
856065	2541900	1.249
856063	2540871	1.105
856062	2541533	0.742
856061	2539714	0.159
856059	2542298	0.956
856057	2543252	1.118
856049	2543363	2.195
856049	2539195	2.195
856048	2543483	0.467
856045	2540385	0.845
856042	2539802	0.843
856040	2542429	0.469
856029	2539262	0.27
856027	2539732	0.597
856024	2542629	0.965
856024	2540367	0.965
856023	2539633	2.195
856022	2538979	0.359
856021	2542419	0.395
856019	2541614	2.195
856017	2543325	1.261
856015	2543581	1.132
852479	2543581	1.132
856014	2540156	1.783
856013	2541392	0.528
856013	2541401	0.528
856013	2541401	0.528
856013	2541374	0.528
856013	2541377	0.528
856012	2541126	2.195
856011	2542396	0.38
856009	2539952	0.8
856007	2539529	0.939
856006	2540425	0.212
856002	2538987	0.231
856000	2538918	1.298
855998	3361514	2.116
855995	2540293	1.273
855994	2543677	1.278
855993	2543377	0.831
855986	2540174	0.88
855984	2538689	2.195
855983	3361548	0.344
855981	2539790	1.395
855978	2538800	0.997
855977	2542217	0.249
855974	2541729	0.615
855972	2539680	1.316
855971	5802969	0.794
855968	2541513	0.688
855963	2540919	1.035
855958	2540206	1.067
855954	2540814	0.244
855953	2543567	0.929
855952	3361260	1.467
855951	2542349	1.088
855950	2538959	0.96
855946	2542015	0.327
855943	2542670	2.195
855936	2543358	2.195
855934	2540727	0.738
855933	2542688	0.312
855932	2541553	0.825
855931	2540944	0.827
855928	2540986	1.637
855927	2540952	0.524
855925	2539791	0.555
855919	2539918	0.833
855917	2541755	1.273
855913	2543173	0.772
855906	2542857	1.37
855905	2541938	0.226
855903	2543448	1.045
855902	2541436	0.305
855898	2539781	1.552
855897	2540718	1.661
855895	2543587	0.352
855894	2539172	2.195
855893	2539820	0.245
855892	3361036	1.067
855890	2539255	0.958
855889	2539082	1.316
855888	2539730	0.213
855887	2541872	1.094
855886	2539468	0.476
855884	2540390	2.195
855883	2540439	0.954
855881	2539222	1.069
852742	2539222	1.069
855880	2541613	1.047
855879	2541666	1.152
855877	2539150	0.602
855876	2541002	0.506
855875	2543082	2.195
855875	2539295	2.195
855874	2541053	0.859
855873	2543671	0.237
855845	2543618	2.195
855843	2543482	0.09
855842	2541780	0.661
855841	2541077	2.195
855840	2543440	0.711
855838	2542942	0.791
855837	2541266	0.227
855836	2543539	2.195
855834	2543129	0.747
855833	2539391	0.098
855832	2541206	0.552
855830	2539469	0.146
855829	2539614	0.625
855826	2540644	0.329
855826	2538883	0.329
855821	2541202	0.292
855869	2541306	1.746
855867	2543060	0.941
855866	2539345	2.195
855863	2539583	1.516
855862	2540247	1.516
855860	2541439	1.316
855858	2541285	1.758
855855	2542156	0.175
856111	2538858	0.953
856112	2542075	0.938
856119	2541280	2.195
856121	3361393	0.722
856126	2539126	1.407
856130	2539164	2.195
856134	2541858	0.558
856135	2538746	2.001
856136	2540555	0.485
856140	2539171	0.353
856141	2539311	1.161
856143	2540077	0.728
856145	2540472	2.086
856147	2541752	1.892
856148	2541906	0.361
856152	2539721	0.223
856153	2538898	0.4
856154	2541629	1.12
856156	2540665	0.395
853557	2540665	0.395
856158	2540452	0.5
856160	2538914	1.225
856161	2542966	1.118
856163	2539835	0.509
856169	2540343	0.655
856171	2543680	0.934
856173	2542334	0.637
856179	2542099	0.813
856180	2540984	0.192
856182	2539919	1.528
856187	3361433	0.509
856188	2540441	2.195
856194	2541064	0.34
856195	2541984	2.195
852415	2541984	2.195
856195	2539917	2.195
852415	2539917	2.195
856195	2539035	2.195
852415	2539035	2.195
856196	2543181	2.195
856197	2539369	0.656
856201	2542339	0.857
856203	2539290	1.91
856204	2542659	0.172
856207	2540553	0.632
856209	2541843	0.394
856212	2538982	0.539
856214	2540785	0.4
856218	2543623	1.195
856222	2541506	0.404
856223	2540794	1.082
856226	2539663	1.346
856227	2541599	1.746
856228	2541303	1.916
856234	2540540	0.93
856236	2540880	1.055
856239	2541373	0.867
856243	2541952	1.014
856245	2542917	0.537
856247	2540829	0.238
856249	2539279	0.546
853015	2542012	0.837
856250	2542012	0.837
853015	2541369	0.837
856250	2541369	0.837
856251	2540721	0.589
856254	2543387	0.697
856255	2541476	0.877
856261	2542362	0.097
856263	2543360	1.425
856264	2541919	0.106
856267	2539987	0.892
856268	2539704	2.195
856272	2539727	0.201
856278	2540670	0.518
856287	2541866	1.837
856290	2540239	0.89
856291	2541298	0.423
856294	2541612	1.072
856295	2541862	0.23
856296	2542836	0.942
856297	2540272	0.175
856298	3361484	0.178
5848745	3361431	0.142
856303	2542054	1.946
856305	2541347	1.045
856306	2543284	1.131
856307	2541477	0.873
856310	2543606	0.556
856311	2541164	2.195
856311	2538699	2.195
856312	2540330	0.261
856313	2543121	0.331
856316	2542887	0.382
856317	2539083	0.488
856319	2539136	1.431
856320	2543417	0.385
856321	2538983	0.469
856323	2543272	0.105
